VENERA-16 KS-18-6V Ep1-5-10-65>30,a ID=VG D=UT S=14400
UT            p>30+      p>60+     p1-65+     p1-11+      p5-8+     a7-24+     p1-70-      p1-9-     p5-10-     a7-22-    xHGI,km    yHGI,km    zHGI,km
83070407  1.726E+01  1.726E+01  3.846E+00  1.321E+01  1.514E-01  3.006E-02 -9.999E+99  1.191E+00  2.427E-01  3.006E-02  1.325E+08  5.956E+07 -3.573E+06
83070411  1.734E+01  1.730E+01  3.855E+00  3.999E+00  1.413E-01  4.009E-02 -9.999E+99  1.324E+00  2.323E-01  3.006E-02  1.323E+08  5.991E+07 -3.593E+06
83070415  1.730E+01  1.730E+01  4.027E+00  1.982E+00  1.626E-01  3.006E-02 -9.999E+99  1.355E+00  2.427E-01  3.006E-02  1.321E+08  6.027E+07 -3.613E+06
83070419  1.734E+01 -9.999E+99  3.981E+00  1.667E+00  1.413E-01  3.006E-02 -9.999E+99  1.213E+00  2.735E-01  3.006E-02  1.319E+08  6.062E+07 -3.632E+06
83070423  1.734E+01  1.738E+01  3.945E+00  1.614E+00  1.514E-01  4.009E-02 -9.999E+99  1.324E+00  2.523E-01  3.006E-02  1.317E+08  6.097E+07 -3.652E+06
83070503  1.734E+01  1.738E+01  3.776E+00 -9.999E+99  1.514E-01  3.006E-02 -9.999E+99  1.282E+00  2.323E-01  3.006E-02  1.314E+08  6.133E+07 -3.671E+06
83070507  1.738E+01  1.742E+01  3.776E+00 -9.999E+99  1.514E-01  4.009E-02 -9.999E+99  1.233E+00  2.636E-01  3.006E-02  1.312E+08  6.168E+07 -3.691E+06
83070511  1.742E+01  1.746E+01  3.707E+00 -9.999E+99  1.413E-01  4.009E-02 -9.999E+99  1.312E+00  2.636E-01  4.009E-02  1.310E+08  6.203E+07 -3.710E+06
83070515  1.738E+01  1.742E+01  3.656E+00 -9.999E+99  1.413E-01  4.009E-02 -9.999E+99  1.183E+00  2.427E-01  4.009E-02  1.308E+08  6.239E+07 -3.730E+06
83070519  1.742E+01  1.754E+01  3.715E+00 -9.999E+99  1.514E-01  5.012E-02 -9.999E+99  9.204E-01  2.523E-01  3.006E-02  1.306E+08  6.274E+07 -3.749E+06
83070523  1.750E+01  1.750E+01  3.508E+00 -9.999E+99  1.413E-01  4.009E-02 -9.999E+99  9.120E-01  2.323E-01  3.006E-02  1.304E+08  6.309E+07 -3.769E+06
83070603  1.750E+01  1.750E+01  3.412E+00 -9.999E+99  1.514E-01  3.006E-02 -9.999E+99  9.506E-01  2.223E-01  3.006E-02  1.302E+08  6.344E+07 -3.788E+06
83070611 -9.999E+99 -9.999E+99  3.673E+00 -9.999E+99  1.626E-01  3.006E-02 -9.999E+99  1.374E+00  2.636E-01  4.009E-02  1.297E+08  6.413E+07 -3.827E+06
83070615  1.742E+01  1.750E+01  3.508E+00 -9.999E+99  1.626E-01  4.009E-02 -9.999E+99  1.009E+00  2.427E-01  3.006E-02  1.295E+08  6.448E+07 -3.846E+06
83070619  1.746E+01  1.742E+01  3.758E+00 -9.999E+99  1.626E-01  6.109E-02 -9.999E+99  1.140E+00  2.735E-01  4.009E-02  1.293E+08  6.482E+07 -3.865E+06
83070623  1.746E+01  1.750E+01  3.451E+00 -9.999E+99  1.514E-01  3.006E-02 -9.999E+99  1.021E+00  2.523E-01  4.009E-02  1.290E+08  6.517E+07 -3.885E+06
83070723  1.762E+01  1.762E+01  3.273E+00 -9.999E+99  1.413E-01  4.009E-02 -9.999E+99  5.358E-01  2.323E-01  2.004E-02  1.277E+08  6.723E+07 -4.000E+06
83070803  1.770E+01  1.770E+01  3.097E+00 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  5.875E-01  2.123E-01  3.006E-02  1.274E+08  6.757E+07 -4.019E+06
83070807  1.770E+01  1.770E+01  3.048E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  6.067E-01  2.223E-01  3.006E-02  1.272E+08  6.791E+07 -4.038E+06
83070811  1.770E+01  1.770E+01  2.838E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  5.164E-01  2.427E-01  2.004E-02  1.270E+08  6.825E+07 -4.057E+06
83070815  1.762E+01  1.770E+01  2.818E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  4.150E-01  2.123E-01  2.004E-02  1.267E+08  6.859E+07 -4.076E+06
83070819  1.762E+01  1.770E+01  2.793E+00 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  4.345E-01  2.223E-01  2.004E-02  1.265E+08  6.892E+07 -4.095E+06
83070823  1.762E+01  1.762E+01  2.698E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  3.945E-01  2.123E-01  2.004E-02  1.263E+08  6.926E+07 -4.114E+06
83070903  1.762E+01  1.762E+01  2.673E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  3.236E-01  2.223E-01  2.004E-02  1.260E+08  6.959E+07 -4.133E+06
83070907  1.750E+01  1.762E+01  2.649E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  3.141E-01  2.023E-01  2.004E-02  1.258E+08  6.993E+07 -4.152E+06
83070911  1.750E+01  1.750E+01  2.618E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.838E-01  2.023E-01  2.004E-02  1.255E+08  7.026E+07 -4.170E+06
83070915  1.750E+01  1.762E+01  2.698E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.938E-01  2.023E-01  2.004E-02  1.253E+08  7.059E+07 -4.189E+06
83070919  1.750E+01  1.762E+01  2.742E+00 -9.999E+99  1.413E-01 -9.999E+99 -9.999E+99  2.938E-01  2.023E-01  2.004E-02  1.250E+08  7.093E+07 -4.208E+06
83070923  1.750E+01  1.762E+01  2.673E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  3.750E-01  2.023E-01  2.004E-02  1.248E+08  7.126E+07 -4.227E+06
83071003  1.762E+01  1.750E+01  2.710E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  3.334E-01  2.123E-01  1.002E-02  1.245E+08  7.159E+07 -4.245E+06
83071007  1.762E+01  1.762E+01  2.698E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  3.141E-01  2.223E-01  1.002E-02  1.243E+08  7.191E+07 -4.264E+06
83071011  1.762E+01 -9.999E+99  2.600E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.636E-01  2.123E-01  1.002E-02  1.240E+08  7.224E+07 -4.283E+06
83071015  1.762E+01  1.762E+01  2.618E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.838E-01  1.923E-01  1.002E-02  1.238E+08  7.257E+07 -4.301E+06
83071019  1.762E+01  1.762E+01  2.630E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.938E-01  1.923E-01  2.004E-02  1.235E+08  7.289E+07 -4.320E+06
83071023  1.762E+01  1.770E+01  2.679E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.636E-01  2.123E-01  2.004E-02  1.233E+08  7.322E+07 -4.339E+06
83071103  1.770E+01  1.770E+01  2.618E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.838E-01  1.923E-01  1.002E-02  1.230E+08  7.354E+07 -4.357E+06
83071107  1.770E+01  1.778E+01  2.661E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  3.034E-01  2.023E-01  2.004E-02  1.228E+08  7.386E+07 -4.376E+06
83071115  1.770E+01  1.770E+01  2.642E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.884E-01  2.023E-01  2.004E-02  1.223E+08  7.450E+07 -4.412E+06
83071119  1.778E+01  1.770E+01  2.600E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.838E-01  2.123E-01  2.004E-02  1.220E+08  7.482E+07 -4.431E+06
83071123  1.778E+01  1.770E+01  2.723E+00 -9.999E+99  1.312E-01 -9.999E+99 -9.999E+99  2.535E-01  2.023E-01  1.002E-02  1.218E+08  7.514E+07 -4.449E+06
83071203  1.770E+01  1.778E+01  2.673E+00 -9.999E+99  1.213E-01 -9.999E+99 -9.999E+99  2.938E-01  2.323E-01  2.004E-02  1.215E+08  7.546E+07 -4.467E+06
83071207  1.770E+01  1.778E+01  2.661E+00 -9.999E+99  1.012E-01 -9.999E+99 -9.999E+99  2.938E-01  2.023E-01  2.004E-02  1.212E+08  7.577E+07 -4.486E+06
83071211  1.778E+01  1.778E+01  2.698E+00 -9.999E+99  1.312E-01 -9.999E+99  4.036E+00  3.034E-01  2.323E-01  2.004E-02  1.210E+08  7.609E+07 -4.504E+06
83071215  1.778E+01  1.770E+01  2.649E+00 -9.999E+99  1.213E-01 -9.999E+99  4.436E+00  2.735E-01  2.023E-01  1.002E-02  1.207E+08  7.640E+07 -4.522E+06
83071219  1.770E+01  1.770E+01  2.742E+00 -9.999E+99  1.413E-01 -9.999E+99  4.819E+00  2.938E-01  2.123E-01  2.004E-02  1.205E+08  7.671E+07 -4.540E+06
83071223  1.770E+01  1.770E+01  2.642E+00 -9.999E+99  1.112E-01 -9.999E+99  4.036E+00  2.938E-01  2.123E-01  2.004E-02  1.202E+08  7.703E+07 -4.558E+06
83071303  1.762E+01 -9.999E+99  2.588E+00 -9.999E+99  1.213E-01 -9.999E+99  3.724E+00  2.535E-01  1.923E-01  2.004E-02  1.199E+08  7.733E+07 -4.576E+06
83071307  1.770E+01  1.750E+01  2.518E+00 -9.999E+99  1.213E-01 -9.999E+99  3.802E+00  2.636E-01  1.923E-01  2.004E-02  1.197E+08  7.764E+07 -4.594E+06
83071311  1.770E+01  1.770E+01  2.518E+00 -9.999E+99  1.012E-01 -9.999E+99  3.837E+00  2.535E-01  2.023E-01  2.004E-02  1.194E+08  7.795E+07 -4.612E+06
83071315  1.770E+01  1.770E+01  2.588E+00 -9.999E+99  1.112E-01 -9.999E+99  3.819E+00  2.636E-01  1.923E-01  1.002E-02  1.191E+08  7.825E+07 -4.630E+06
83071319  1.770E+01  1.770E+01  2.630E+00 -9.999E+99  1.213E-01 -9.999E+99  3.631E+00  2.735E-01  2.023E-01  1.002E-02  1.188E+08  7.856E+07 -4.647E+06
83071323  1.778E+01  1.778E+01  2.698E+00 -9.999E+99  1.213E-01 -9.999E+99  4.111E+00  3.141E-01  2.123E-01  3.006E-02  1.186E+08  7.886E+07 -4.665E+06
83071403  1.770E+01  1.778E+01  2.723E+00 -9.999E+99  1.213E-01 -9.999E+99  4.009E+00  3.034E-01  1.923E-01  1.002E-02  1.183E+08  7.917E+07 -4.683E+06
83071407  1.770E+01  1.778E+01  2.679E+00 -9.999E+99  1.112E-01 -9.999E+99  3.926E+00  2.938E-01  2.123E-01  2.004E-02  1.180E+08  7.947E+07 -4.700E+06
83071411  1.770E+01  1.770E+01  2.723E+00 -9.999E+99  1.213E-01 -9.999E+99  4.276E+00  2.735E-01  2.023E-01  2.004E-02  1.178E+08  7.977E+07 -4.718E+06
83071415  1.791E+01  1.791E+01  2.692E+00 -9.999E+99  1.213E-01 -9.999E+99  3.936E+00  2.735E-01  2.123E-01  2.004E-02  1.175E+08  8.007E+07 -4.736E+06
83071419  1.778E+01  1.778E+01  2.673E+00 -9.999E+99  1.112E-01 -9.999E+99  3.597E+00  2.636E-01  2.223E-01  2.004E-02  1.172E+08  8.036E+07 -4.753E+06
83071423  1.778E+01  1.778E+01  2.938E+00 -9.999E+99  1.213E-01 -9.999E+99  3.524E+00  3.236E-01  2.123E-01  2.004E-02  1.169E+08  8.066E+07 -4.771E+06
83071503  1.791E+01  1.778E+01  2.831E+00 -9.999E+99  1.213E-01 -9.999E+99  3.614E+00  2.938E-01  2.223E-01  2.004E-02  1.166E+08  8.095E+07 -4.788E+06
83071507  1.791E+01  1.791E+01  2.938E+00 -9.999E+99  1.213E-01 -9.999E+99  3.508E+00  3.034E-01  2.123E-01  2.004E-02  1.164E+08  8.125E+07 -4.806E+06
83071515  1.791E+01  1.791E+01  2.851E+00 -9.999E+99  1.161E-01 -9.999E+99  3.508E+00  3.334E-01  2.023E-01  2.004E-02  1.158E+08  8.183E+07 -4.841E+06
83071519  1.791E+01 -9.999E+99  2.812E+00 -9.999E+99  1.312E-01 -9.999E+99  3.548E+00  3.648E-01  2.123E-01  2.004E-02  1.155E+08  8.213E+07 -4.858E+06
83071523  1.791E+01  1.791E+01  2.780E+00 -9.999E+99  1.213E-01 -9.999E+99  3.631E+00  3.750E-01  2.023E-01  2.004E-02  1.152E+08  8.242E+07 -4.875E+06
83071603  1.791E+01  1.791E+01  2.780E+00 -9.999E+99  1.112E-01 -9.999E+99  3.631E+00  3.436E-01  2.123E-01  2.004E-02  1.150E+08  8.271E+07 -4.893E+06
83071607  1.791E+01  1.791E+01  2.673E+00 -9.999E+99  1.213E-01 -9.999E+99  3.556E+00  2.938E-01  1.923E-01  2.004E-02  1.147E+08  8.301E+07 -4.910E+06
83071611  1.791E+01  1.778E+01  2.710E+00 -9.999E+99  1.112E-01 -9.999E+99  3.532E+00  2.838E-01  2.023E-01  2.004E-02  1.144E+08  8.330E+07 -4.928E+06
83071615  1.791E+01  1.791E+01  2.812E+00 -9.999E+99  1.112E-01 -9.999E+99  3.459E+00  2.427E-01  1.824E-01  2.004E-02  1.141E+08  8.359E+07 -4.945E+06
83071619  1.791E+01  1.778E+01  2.698E+00 -9.999E+99  1.213E-01 -9.999E+99  3.581E+00  2.535E-01  2.123E-01  2.004E-02  1.138E+08  8.389E+07 -4.963E+06
83071623  1.778E+01  1.778E+01  2.649E+00 -9.999E+99  1.012E-01 -9.999E+99  3.524E+00  2.735E-01  2.023E-01  2.004E-02  1.135E+08  8.418E+07 -4.980E+06
83071703  1.791E+01  1.778E+01  2.673E+00 -9.999E+99  1.112E-01 -9.999E+99  3.548E+00  2.735E-01  2.123E-01  2.004E-02  1.132E+08  8.447E+07 -4.997E+06
83071707  1.770E+01  1.770E+01  2.698E+00 -9.999E+99  1.112E-01 -9.999E+99  3.388E+00  2.535E-01  1.923E-01  2.004E-02  1.129E+08  8.476E+07 -5.015E+06
83071711  1.778E+01  1.778E+01  2.582E+00 -9.999E+99  1.112E-01 -9.999E+99  3.459E+00  2.427E-01  2.023E-01  2.004E-02  1.126E+08  8.505E+07 -5.032E+06
83071715  1.770E+01  1.770E+01  2.679E+00 -9.999E+99  1.112E-01 -9.999E+99  3.467E+00  2.323E-01  2.123E-01  2.004E-02  1.123E+08  8.534E+07 -5.050E+06
83071719  1.770E+01  1.770E+01  2.630E+00 -9.999E+99  1.012E-01 -9.999E+99  3.556E+00  2.735E-01  2.123E-01  2.004E-02  1.120E+08  8.563E+07 -5.067E+06
83071723  1.778E+01  1.770E+01  2.649E+00 -9.999E+99  1.112E-01 -9.999E+99  3.459E+00  2.636E-01  2.123E-01  2.004E-02  1.117E+08  8.592E+07 -5.084E+06
83071803  1.770E+01  1.770E+01  2.698E+00 -9.999E+99  1.112E-01 -9.999E+99  3.491E+00  2.838E-01  2.223E-01  2.004E-02  1.114E+08  8.621E+07 -5.102E+06
83071807  1.770E+01  1.770E+01  2.679E+00 -9.999E+99  1.112E-01 -9.999E+99  3.548E+00  2.938E-01  2.023E-01  2.004E-02  1.111E+08  8.650E+07 -5.119E+06
83071811  1.770E+01  1.770E+01  2.780E+00 -9.999E+99  1.312E-01 -9.999E+99  3.639E+00  2.938E-01  1.923E-01  2.004E-02  1.108E+08  8.679E+07 -5.136E+06
83071815  1.762E+01 -9.999E+99  2.858E+00 -9.999E+99  1.213E-01 -9.999E+99  3.540E+00  3.034E-01  1.923E-01  2.004E-02  1.105E+08  8.708E+07 -5.154E+06
83071819  1.762E+01  1.762E+01  2.793E+00 -9.999E+99  1.112E-01 -9.999E+99  3.589E+00  3.141E-01  2.223E-01  1.002E-02  1.102E+08  8.737E+07 -5.171E+06
83071823  1.762E+01  1.770E+01  2.858E+00 -9.999E+99  1.112E-01 -9.999E+99  3.581E+00  3.236E-01  2.223E-01  1.002E-02  1.099E+08  8.766E+07 -5.188E+06
83071903  1.762E+01  1.750E+01  2.838E+00 -9.999E+99  1.312E-01 -9.999E+99  3.573E+00  3.846E-01  2.123E-01  2.004E-02  1.096E+08  8.795E+07 -5.205E+06
83071907  1.762E+01  1.750E+01  2.818E+00 -9.999E+99  1.012E-01 -9.999E+99  3.491E+00  3.548E-01  2.023E-01  1.002E-02  1.093E+08  8.823E+07 -5.223E+06
83071911  1.750E+01  1.762E+01  2.723E+00 -9.999E+99  1.213E-01 -9.999E+99  3.622E+00  3.548E-01  2.223E-01  1.002E-02  1.090E+08  8.852E+07 -5.240E+06
83071915  1.750E+01  1.762E+01  2.673E+00 -9.999E+99  1.112E-01 -9.999E+99  3.508E+00  3.334E-01  2.123E-01  2.004E-02  1.087E+08  8.880E+07 -5.257E+06
83071919  1.750E+01  1.750E+01  2.742E+00 -9.999E+99  1.112E-01 -9.999E+99  3.396E+00  3.141E-01  1.726E-01  2.004E-02  1.083E+08  8.909E+07 -5.274E+06
83071923  1.750E+01  1.750E+01  2.723E+00 -9.999E+99  1.312E-01 -9.999E+99  3.451E+00  3.141E-01  2.223E-01  2.004E-02  1.080E+08  8.938E+07 -5.292E+06
83072003  1.750E+01  1.750E+01  2.723E+00 -9.999E+99  1.012E-01 -9.999E+99  3.451E+00  3.034E-01  2.023E-01  1.002E-02  1.077E+08  8.966E+07 -5.309E+06
83072007  1.762E+01  1.750E+01  2.723E+00 -9.999E+99  1.213E-01 -9.999E+99  3.508E+00  3.034E-01  2.323E-01  2.004E-02  1.074E+08  8.994E+07 -5.326E+06
83072011  1.750E+01  1.750E+01  2.723E+00 -9.999E+99  1.213E-01 -9.999E+99  3.420E+00  3.034E-01  2.223E-01  2.004E-02  1.071E+08  9.023E+07 -5.343E+06
83072015  1.750E+01  1.750E+01  2.723E+00 -9.999E+99  1.213E-01 -9.999E+99  3.548E+00  3.141E-01  1.923E-01  1.002E-02  1.068E+08  9.051E+07 -5.360E+06
83072019  1.750E+01  1.762E+01  2.761E+00 -9.999E+99  1.213E-01 -9.999E+99  3.524E+00  3.236E-01  2.123E-01  1.002E-02  1.064E+08  9.079E+07 -5.377E+06
83072023  1.750E+01  1.750E+01  2.612E+00 -9.999E+99  1.112E-01 -9.999E+99  3.508E+00  3.548E-01  2.123E-01  1.002E-02  1.061E+08  9.107E+07 -5.394E+06
83072103  1.750E+01  1.750E+01  2.767E+00 -9.999E+99  1.012E-01 -9.999E+99  3.420E+00  3.141E-01  2.023E-01  2.004E-02  1.058E+08  9.135E+07 -5.411E+06
83072107  1.750E+01 -9.999E+99  2.780E+00 -9.999E+99  1.112E-01 -9.999E+99  3.540E+00  3.236E-01  2.123E-01  1.002E-02  1.055E+08  9.163E+07 -5.428E+06
83072111  1.750E+01  1.750E+01  2.831E+00 -9.999E+99  1.112E-01 -9.999E+99  3.443E+00  2.636E-01  2.023E-01  2.004E-02  1.051E+08  9.191E+07 -5.445E+06
83072115  1.750E+01  1.750E+01  2.729E+00 -9.999E+99  1.213E-01 -9.999E+99  3.540E+00  2.735E-01  2.123E-01  1.002E-02  1.048E+08  9.219E+07 -5.462E+06
83072119  1.762E+01  1.750E+01  2.780E+00 -9.999E+99  1.213E-01 -9.999E+99  3.388E+00  2.735E-01  2.023E-01  2.004E-02  1.045E+08  9.247E+07 -5.479E+06
83072123  1.762E+01  1.762E+01  2.661E+00 -9.999E+99  1.012E-01 -9.999E+99  3.648E+00  3.236E-01  2.535E-01  1.002E-02  1.042E+08  9.275E+07 -5.496E+06
83072203  1.762E+01  1.762E+01  2.742E+00 -9.999E+99  1.312E-01 -9.999E+99  3.548E+00  3.334E-01  2.223E-01  2.004E-02  1.038E+08  9.303E+07 -5.513E+06
83072207  1.762E+01  1.762E+01  2.761E+00 -9.999E+99  1.413E-01 -9.999E+99  3.597E+00  3.236E-01  2.123E-01  2.004E-02  1.035E+08  9.330E+07 -5.530E+06
83072211  1.770E+01  1.770E+01  2.698E+00 -9.999E+99  1.012E-01 -9.999E+99  3.540E+00  3.334E-01  2.223E-01  1.002E-02  1.032E+08  9.358E+07 -5.547E+06
83072215  1.762E+01  1.778E+01  2.723E+00 -9.999E+99  1.213E-01 -9.999E+99  3.581E+00  3.334E-01  2.123E-01  2.004E-02  1.028E+08  9.385E+07 -5.563E+06
83072219  1.762E+01  1.770E+01  2.710E+00 -9.999E+99  1.112E-01 -9.999E+99  3.524E+00  3.141E-01  2.123E-01  2.004E-02  1.025E+08  9.412E+07 -5.580E+06
83072223  1.762E+01  1.762E+01  2.729E+00 -9.999E+99  1.213E-01 -9.999E+99  3.491E+00  2.938E-01  2.023E-01  2.004E-02  1.022E+08  9.440E+07 -5.597E+06
83072303  1.750E+01  1.750E+01  2.600E+00 -9.999E+99  1.213E-01 -9.999E+99  3.483E+00  2.427E-01  2.223E-01  1.002E-02  1.018E+08  9.467E+07 -5.614E+06
83072307  1.742E+01  1.750E+01  2.661E+00 -9.999E+99  1.112E-01 -9.999E+99  3.443E+00  2.535E-01  2.123E-01  2.004E-02  1.015E+08  9.494E+07 -5.630E+06
83072311  1.722E+01  1.730E+01  2.600E+00 -9.999E+99  1.012E-01 -9.999E+99  3.350E+00  2.323E-01  2.323E-01  2.004E-02  1.012E+08  9.521E+07 -5.647E+06
83072315  1.730E+01  1.730E+01  2.600E+00 -9.999E+99  1.213E-01 -9.999E+99  3.396E+00  2.223E-01  2.023E-01  1.002E-02  1.008E+08  9.548E+07 -5.663E+06
83072319  1.722E+01  1.722E+01  2.472E+00 -9.999E+99  1.213E-01 -9.999E+99  3.357E+00  2.123E-01  2.123E-01  1.002E-02  1.005E+08  9.575E+07 -5.680E+06
83072323  1.722E+01  1.722E+01  2.582E+00 -9.999E+99  1.012E-01 -9.999E+99  3.556E+00  2.223E-01  2.223E-01  1.002E-02  1.002E+08  9.602E+07 -5.696E+06
83072403  1.730E+01 -9.999E+99  2.559E+00 -9.999E+99  1.112E-01 -9.999E+99  3.388E+00  2.223E-01  2.223E-01  1.002E-02  9.982E+07  9.629E+07 -5.713E+06
83072407  1.722E+01  1.730E+01  2.489E+00 -9.999E+99  1.012E-01 -9.999E+99  3.357E+00  2.323E-01  2.023E-01  1.002E-02  9.947E+07  9.655E+07 -5.729E+06
83072415  1.730E+01  1.730E+01  2.570E+00 -9.999E+99  1.112E-01 -9.999E+99  3.412E+00  2.323E-01  2.123E-01  2.004E-02  9.878E+07  9.708E+07 -5.762E+06
83072419  1.730E+01  1.730E+01  2.559E+00 -9.999E+99  1.213E-01 -9.999E+99  3.381E+00  2.427E-01  1.923E-01  1.002E-02  9.844E+07  9.735E+07 -5.778E+06
83072423  1.730E+01  1.730E+01  2.661E+00 -9.999E+99  1.213E-01 -9.999E+99  3.396E+00  2.023E-01  1.726E-01  2.004E-02  9.809E+07  9.761E+07 -5.795E+06
83072503  1.742E+01  1.730E+01  2.582E+00 -9.999E+99  1.112E-01 -9.999E+99  3.357E+00  2.223E-01  2.123E-01  2.004E-02  9.774E+07  9.787E+07 -5.811E+06
83072507  1.742E+01  1.750E+01  2.642E+00 -9.999E+99  1.012E-01 -9.999E+99  3.381E+00  2.535E-01  2.123E-01  1.002E-02  9.739E+07  9.813E+07 -5.827E+06
83072511  1.742E+01  1.750E+01  2.618E+00 -9.999E+99  1.112E-01 -9.999E+99  3.428E+00  2.323E-01  2.123E-01  1.002E-02  9.704E+07  9.839E+07 -5.843E+06
83072515  1.750E+01  1.742E+01  2.649E+00 -9.999E+99  1.112E-01 -9.999E+99  3.381E+00  2.223E-01  2.023E-01  1.002E-02  9.669E+07  9.864E+07 -5.859E+06
83072519  1.750E+01  1.762E+01  2.612E+00 -9.999E+99  1.112E-01 -9.999E+99  3.491E+00  2.323E-01  2.023E-01  2.004E-02  9.634E+07  9.890E+07 -5.875E+06
83072523  1.750E+01  1.750E+01  2.642E+00 -9.999E+99  1.213E-01 -9.999E+99  3.467E+00  2.636E-01  2.023E-01  2.004E-02  9.599E+07  9.916E+07 -5.891E+06
83072603  1.762E+01  1.762E+01  2.710E+00 -9.999E+99  1.012E-01 -9.999E+99  3.483E+00  2.535E-01  2.023E-01  1.002E-02  9.564E+07  9.941E+07 -5.907E+06
83072607  1.762E+01  1.762E+01  2.723E+00 -9.999E+99  1.112E-01 -9.999E+99  3.467E+00  2.427E-01  2.123E-01  1.002E-02  9.528E+07  9.967E+07 -5.923E+06
83072611  1.762E+01  1.762E+01  2.600E+00 -9.999E+99  1.112E-01 -9.999E+99  3.491E+00  2.535E-01  2.023E-01  1.002E-02  9.493E+07  9.991E+07 -5.939E+06
83072615  1.762E+01  1.762E+01  2.698E+00 -9.999E+99  1.012E-01 -9.999E+99  3.532E+00  2.427E-01  2.123E-01  1.002E-02  9.457E+07  1.002E+08 -5.955E+06
83072619  1.762E+01  1.762E+01  2.642E+00 -9.999E+99  1.112E-01 -9.999E+99  3.524E+00  2.427E-01  2.023E-01  2.004E-02  9.422E+07  1.004E+08 -5.971E+06
83072623  1.762E+01 -9.999E+99  2.661E+00 -9.999E+99  1.112E-01 -9.999E+99  3.508E+00  2.735E-01  2.023E-01  2.004E-02  9.386E+07  1.007E+08 -5.987E+06
83072703  1.762E+01  1.762E+01  2.612E+00 -9.999E+99  1.112E-01 -9.999E+99  3.532E+00  2.636E-01  2.123E-01  1.002E-02  9.350E+07  1.009E+08 -6.003E+06
83072707  1.770E+01  1.778E+01  2.618E+00 -9.999E+99  1.213E-01 -9.999E+99  3.548E+00  2.535E-01  1.923E-01  1.002E-02  9.314E+07  1.012E+08 -6.018E+06
83072711  1.770E+01  1.770E+01  2.630E+00 -9.999E+99  1.213E-01 -9.999E+99  3.548E+00  2.427E-01  2.023E-01  1.002E-02  9.277E+07  1.014E+08 -6.034E+06
83072715  1.770E+01  1.770E+01  2.673E+00 -9.999E+99  1.112E-01 -9.999E+99  3.467E+00  2.535E-01  1.923E-01  2.004E-02  9.241E+07  1.017E+08 -6.049E+06
83072719  1.778E+01  1.778E+01  2.673E+00 -9.999E+99  1.012E-01 -9.999E+99  3.483E+00  2.838E-01  2.023E-01  1.002E-02  9.205E+07  1.019E+08 -6.065E+06
83072723  1.778E+01  1.778E+01  2.710E+00 -9.999E+99  1.213E-01 -9.999E+99  3.428E+00  2.636E-01  1.923E-01  2.004E-02  9.168E+07  1.021E+08 -6.080E+06
83072803  1.778E+01  1.791E+01  2.723E+00 -9.999E+99  1.112E-01 -9.999E+99  3.597E+00  2.938E-01  2.123E-01  1.002E-02  9.132E+07  1.024E+08 -6.096E+06
83072807  1.791E+01  1.778E+01  2.818E+00 -9.999E+99  1.213E-01 -9.999E+99  3.540E+00  3.236E-01  2.123E-01  3.006E-02  9.095E+07  1.026E+08 -6.111E+06
83072811  1.778E+01  1.770E+01  2.891E+00 -9.999E+99  1.112E-01 -9.999E+99  3.573E+00  3.548E-01  2.123E-01  2.004E-02  9.058E+07  1.029E+08 -6.126E+06
83072815  1.778E+01  1.778E+01  2.858E+00 -9.999E+99  1.213E-01 -9.999E+99  3.648E+00  3.436E-01  2.123E-01  2.004E-02  9.021E+07  1.031E+08 -6.141E+06
83072819  1.770E+01  1.770E+01  2.793E+00 -9.999E+99  1.213E-01 -9.999E+99  3.548E+00  2.838E-01  2.323E-01  2.004E-02  8.984E+07  1.033E+08 -6.156E+06
83072823  1.770E+01  1.770E+01  2.812E+00 -9.999E+99  1.213E-01 -9.999E+99  3.532E+00  3.236E-01  1.923E-01  2.004E-02  8.947E+07  1.036E+08 -6.171E+06
83072903  1.770E+01  1.762E+01  2.742E+00 -9.999E+99  1.213E-01 -9.999E+99  3.581E+00  3.236E-01  2.023E-01  2.004E-02  8.910E+07  1.038E+08 -6.186E+06
